22:08:09 | WARNING  | TICK:0000 | Spawn position (20.0, 15.0) blocked, searching for clear spot
22:08:10 | WARNING  | TICK:0016 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0016 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0017 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0017 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0018 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0018 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0019 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0019 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0020 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0020 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0021 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0021 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0022 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0022 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0023 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0023 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0024 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0024 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0025 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0025 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0026 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0026 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0027 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0027 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0028 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0028 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0029 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0029 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0030 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0030 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0031 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0031 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0032 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0032 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0033 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0033 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0034 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0034 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0035 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0035 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0036 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0036 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0037 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0037 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0038 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0038 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0039 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0039 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0040 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0040 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0041 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0041 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0042 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0042 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0043 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0043 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0044 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0044 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0045 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0045 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0046 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0046 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0047 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0047 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0048 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0048 | Agent tank_1_2 returned error: 500
22:08:10 | WARNING  | TICK:0049 | Agent tank_1_1 returned error: 500
22:08:10 | WARNING  | TICK:0049 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0050 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0050 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0051 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0051 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0052 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0052 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0053 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0053 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0054 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0054 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0055 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0055 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0056 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0056 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0057 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0057 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0058 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0058 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0059 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0059 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0060 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0060 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0061 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0061 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0062 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0062 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0063 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0063 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0064 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0064 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0065 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0065 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0066 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0066 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0067 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0067 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0068 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0068 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0069 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0069 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0070 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0070 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0071 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0071 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0072 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0072 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0073 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0073 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0074 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0074 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0075 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0075 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0076 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0076 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0077 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0077 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0078 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0078 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0079 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0079 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0080 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0080 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0081 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0081 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0082 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0082 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0083 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0083 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0084 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0084 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0085 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0085 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0086 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0086 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0087 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0087 | Agent tank_1_2 returned error: 500
22:08:11 | WARNING  | TICK:0088 | Agent tank_1_1 returned error: 500
22:08:11 | WARNING  | TICK:0088 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0089 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0089 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0090 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0090 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0091 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0091 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0092 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0092 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0093 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0093 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0094 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0094 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0095 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0095 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0096 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0096 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0097 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0097 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0098 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0098 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0099 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0099 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0100 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0100 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0101 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0101 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0102 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0102 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0103 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0103 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0104 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0104 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0105 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0105 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0106 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0106 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0107 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0107 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0108 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0108 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0109 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0109 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0110 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0110 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0111 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0111 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0112 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0112 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0113 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0113 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0114 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0114 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0115 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0115 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0116 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0116 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0117 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0117 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0118 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0118 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0119 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0119 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0120 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0120 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0121 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0121 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0122 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0122 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0123 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0123 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0124 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0124 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0125 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0125 | Agent tank_1_2 returned error: 500
22:08:12 | WARNING  | TICK:0126 | Agent tank_1_1 returned error: 500
22:08:12 | WARNING  | TICK:0126 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0127 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0127 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0128 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0128 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0129 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0129 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0130 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0130 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0131 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0131 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0132 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0132 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0133 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0133 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0134 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0134 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0135 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0135 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0136 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0136 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0137 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0137 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0138 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0138 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0139 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0139 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0140 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0140 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0141 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0141 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0142 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0142 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0143 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0143 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0144 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0144 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0145 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0145 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0146 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0146 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0147 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0147 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0148 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0148 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0149 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0149 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0150 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0150 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0151 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0151 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0152 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0152 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0153 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0153 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0154 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0154 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0155 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0155 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0156 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0156 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0157 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0157 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0158 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0158 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0159 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0159 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0160 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0160 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0161 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0161 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0162 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0162 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0163 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0163 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0164 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0164 | Agent tank_1_2 returned error: 500
22:08:13 | WARNING  | TICK:0165 | Agent tank_1_1 returned error: 500
22:08:13 | WARNING  | TICK:0165 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0166 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0166 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0167 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0167 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0168 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0168 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0169 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0169 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0170 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0170 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0171 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0171 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0172 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0172 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0173 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0173 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0174 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0174 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0175 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0175 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0176 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0176 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0177 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0177 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0178 | Agent tank_1_1 returned error: 500
22:08:14 | WARNING  | TICK:0178 | Agent tank_1_2 returned error: 500
22:08:14 | WARNING  | TICK:0179 | Agent tank_1_1 returned error: 500
