episode,map_seed,return_code,episode_ok,has_new_summary,summary_file,winner_team,learners,selfplay,baselines,shots_fired,hits_landed,tanks_killed,projectile_deaths,non_projectile_deaths,elimination_source,mobility,move_command_ratio,idle_ratio,turn_ratio,movement_success_ratio,reason,sudden_death_reached,avg_episode_reward
11,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094646.txt,1,1,0,9,4,3,9,0,9,time_sudden_death,mostly_moving,0.9286,0.0696,0.8737999999999999,1.0,normal,True,4130.247940558863
12,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094716.txt,1,1,0,9,4,3,9,0,9,time_sudden_death,mostly_moving,0.9286,0.0696,0.8737999999999999,1.0,normal,True,4614.26536572279
13,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094745.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.929,0.069,0.8784000000000001,1.0,normal,True,4695.688543597311
14,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094814.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9291,0.0689,0.8786,1.0,normal,True,4796.0843660792425
15,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094842.txt,1,1,0,9,4,3,9,0,9,time_sudden_death,mostly_moving,0.9285,0.0696,0.8740000000000001,1.0,normal,True,4797.4820629439
16,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094911.txt,1,1,0,9,4,3,9,1,8,mixed_combat_and_time,mostly_moving,0.9074,0.0894,0.8924000000000001,1.0,normal,True,4737.124697748203
17,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_094939.txt,1,1,0,9,4,3,9,0,9,time_sudden_death,mostly_moving,0.9286,0.0696,0.874,1.0,normal,True,4832.914737070439
18,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_095008.txt,1,1,0,9,4,3,9,0,9,time_sudden_death,mostly_moving,0.9286,0.0696,0.8737999999999999,1.0,normal,True,4919.995558440178
19,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_095036.txt,1,1,0,9,4,3,9,1,8,mixed_combat_and_time,mostly_moving,0.9074,0.0894,0.8924000000000001,1.0,normal,True,5085.682785436727
20,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260220_095104.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9289,0.0687,0.8811,1.0,normal,True,5225.167404291908
