episode,map_seed,return_code,episode_ok,has_new_summary,summary_file,winner_team,learners,selfplay,baselines,shots_fired,hits_landed,tanks_killed,projectile_deaths,non_projectile_deaths,elimination_source,mobility,move_command_ratio,idle_ratio,turn_ratio,movement_success_ratio,reason,sudden_death_reached
11,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260219_221324.txt,,1,0,9,3,1,10,0,10,time_sudden_death,mostly_moving,0.9289,0.0689,0.8845000000000001,1.0,normal,True
12,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260219_221352.txt,1,1,0,9,4,1,9,0,9,time_sudden_death,mostly_moving,0.9288,0.0694,0.8772,1.0,normal,True
13,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260219_221419.txt,1,1,0,9,3,1,9,0,9,time_sudden_death,mostly_moving,0.9278,0.0701,0.8776999999999999,1.0,normal,True
14,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260219_221447.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9284,0.0697,0.8755999999999999,1.0,normal,True
15,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260219_221515.txt,1,1,0,9,3,1,9,0,9,time_sudden_death,mostly_moving,0.928,0.0699,0.8791,1.0,normal,True
16,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260219_221543.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9287,0.0695,0.8751,1.0,normal,True
17,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260219_221610.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9285,0.0696,0.877,1.0,normal,True
18,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260219_221637.txt,1,1,0,9,4,1,9,0,9,time_sudden_death,mostly_moving,0.9282,0.0697,0.8802,1.0,normal,True
19,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260219_221706.txt,1,1,0,9,4,2,9,0,9,time_sudden_death,mostly_moving,0.9288,0.0694,0.8762,1.0,normal,True
20,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260219_221734.txt,1,1,0,9,4,1,9,0,9,time_sudden_death,mostly_moving,0.9287,0.0695,0.8764,1.0,normal,True
