episode,map_seed,return_code,episode_ok,has_new_summary,summary_file,winner_team,learners,selfplay,baselines,shots_fired,hits_landed,tanks_killed,projectile_deaths,non_projectile_deaths,elimination_source,mobility,move_command_ratio,idle_ratio,turn_ratio,movement_success_ratio,reason,sudden_death_reached
11,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140151.txt,1,1,0,9,14,10,9,3,6,mixed_combat_and_time,mostly_moving,0.8302,0.1103,0.8758,0.7756,normal,True
12,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140206.txt,1,1,0,9,16,13,9,2,7,mixed_combat_and_time,mostly_moving,0.8227,0.116,0.8676,0.828,normal,True
13,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140221.txt,2,1,0,9,14,13,9,3,6,mixed_combat_and_time,mostly_moving,0.8371,0.1073,0.8742000000000001,0.78,normal,True
14,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140236.txt,2,1,0,9,14,12,9,3,6,mixed_combat_and_time,mostly_moving,0.8369,0.1087,0.8736,0.7785,normal,True
15,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140252.txt,,1,0,9,14,10,10,3,7,mixed_combat_and_time,mostly_moving,0.8366,0.1121,0.87,0.7755,normal,True
16,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140307.txt,2,1,0,9,15,13,9,2,7,mixed_combat_and_time,mostly_moving,0.8115,0.135,0.8216,0.7759,normal,True
17,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140321.txt,,1,0,9,14,13,10,4,6,mixed_combat_and_time,mostly_moving,0.8371,0.1095,0.8722,0.7798,normal,True
18,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140336.txt,1,1,0,9,14,12,9,2,7,mixed_combat_and_time,mostly_moving,0.8092,0.1362,0.8185,0.7739,normal,True
19,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140351.txt,2,1,0,9,15,14,9,2,7,mixed_combat_and_time,mostly_moving,0.814,0.1346,0.8202,0.7761,normal,True
20,road_trees.csv,1,True,True,/home/mamusiaarusia/pollodzka/sem2/msi/MSI_2/projekt/MSI_Agent_Tank/Game/02_FRAKCJA_SILNIKA/logs/summary_20260218_140406.txt,,1,0,9,14,12,10,3,7,mixed_combat_and_time,mostly_moving,0.842,0.1073,0.8744999999999999,0.7813,normal,True
