18:52:17 | INFO     | TICK:0000 | GameCore initialized with session ID: c8b0779c
18:52:21 | WARNING  | TICK:0000 | Failed to connect to agent for tank_1_3: timed out
18:52:22 | WARNING  | TICK:0000 | Failed to connect to agent for tank_1_4: timed out
18:52:22 | WARNING  | TICK:0000 | Failed to connect to agent for tank_1_5: timed out
18:52:23 | WARNING  | TICK:0000 | Failed to connect to agent for tank_2_1: timed out
18:52:23 | WARNING  | TICK:0000 | Failed to connect to agent for tank_2_2: timed out
18:52:24 | WARNING  | TICK:0000 | Failed to connect to agent for tank_2_3: timed out
18:52:24 | WARNING  | TICK:0000 | Failed to connect to agent for tank_2_4: timed out
18:52:24 | INFO     | TICK:0000 | Connected to agent for tank_2_5 at http://127.0.0.1:8010
18:52:24 | INFO     | TICK:0000 | Connected to 2/10 agents
18:52:24 | INFO     | TICK:0000 | Game initialization completed successfully
18:52:27 | INFO     | TICK:0000 | Game loop started
18:52:27 | DEBUG    | TICK:0001 | Tick 1 started
18:52:27 | DEBUG    | TICK:0001 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0001 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0001 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0001 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0002 | Tick 2 started
18:52:27 | DEBUG    | TICK:0002 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0002 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0002 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0002 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0003 | Tick 3 started
18:52:27 | DEBUG    | TICK:0003 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0003 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0003 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0003 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0004 | Tick 4 started
18:52:27 | DEBUG    | TICK:0004 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0004 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0004 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0004 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0005 | Tick 5 started
18:52:27 | DEBUG    | TICK:0005 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0005 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0005 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0005 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0006 | Tick 6 started
18:52:27 | DEBUG    | TICK:0006 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0006 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0006 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0006 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0007 | Tick 7 started
18:52:27 | DEBUG    | TICK:0007 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0007 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0007 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0007 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0008 | Tick 8 started
18:52:27 | DEBUG    | TICK:0008 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0008 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0008 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0008 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0009 | Tick 9 started
18:52:27 | DEBUG    | TICK:0009 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0009 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0009 | Team 1 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0009 | Team 2 has 5 tanks alive
18:52:27 | DEBUG    | TICK:0010 | Tick 10 started
18:52:28 | DEBUG    | TICK:0010 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0010 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0010 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0010 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0011 | Tick 11 started
18:52:28 | DEBUG    | TICK:0011 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0011 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0011 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0011 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0012 | Tick 12 started
18:52:28 | DEBUG    | TICK:0012 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0012 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0012 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0012 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0013 | Tick 13 started
18:52:28 | DEBUG    | TICK:0013 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0013 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0013 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0013 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0014 | Tick 14 started
18:52:28 | DEBUG    | TICK:0014 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0014 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0014 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0014 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0015 | Tick 15 started
18:52:28 | DEBUG    | TICK:0015 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0015 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0015 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0015 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0016 | Tick 16 started
18:52:28 | DEBUG    | TICK:0016 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0016 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0016 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0016 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0017 | Tick 17 started
18:52:28 | DEBUG    | TICK:0017 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0017 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0017 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0017 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0018 | Tick 18 started
18:52:28 | DEBUG    | TICK:0018 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0018 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0018 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0018 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0019 | Tick 19 started
18:52:28 | DEBUG    | TICK:0019 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0019 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0019 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0019 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0020 | Tick 20 started
18:52:28 | DEBUG    | TICK:0020 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0020 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0020 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0020 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0021 | Tick 21 started
18:52:28 | DEBUG    | TICK:0021 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0021 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0021 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0021 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0022 | Tick 22 started
18:52:28 | DEBUG    | TICK:0022 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0022 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0022 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0022 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0023 | Tick 23 started
18:52:28 | DEBUG    | TICK:0023 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0023 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0023 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0023 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0024 | Tick 24 started
18:52:28 | DEBUG    | TICK:0024 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0024 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0024 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0024 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0025 | Tick 25 started
18:52:28 | DEBUG    | TICK:0025 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0025 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0025 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0025 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0026 | Tick 26 started
18:52:28 | DEBUG    | TICK:0026 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0026 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0026 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0026 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0027 | Tick 27 started
18:52:28 | DEBUG    | TICK:0027 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0027 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0027 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0027 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0028 | Tick 28 started
18:52:28 | DEBUG    | TICK:0028 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0028 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0028 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0028 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0029 | Tick 29 started
18:52:28 | DEBUG    | TICK:0029 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0029 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0029 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0029 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0030 | Tick 30 started
18:52:28 | DEBUG    | TICK:0030 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0030 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0030 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0030 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0031 | Tick 31 started
18:52:28 | DEBUG    | TICK:0031 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0031 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0031 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0031 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0032 | Tick 32 started
18:52:28 | DEBUG    | TICK:0032 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0032 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0032 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0032 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0033 | Tick 33 started
18:52:28 | DEBUG    | TICK:0033 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0033 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0033 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0033 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0034 | Tick 34 started
18:52:28 | DEBUG    | TICK:0034 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0034 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0034 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0034 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0035 | Tick 35 started
18:52:28 | DEBUG    | TICK:0035 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0035 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0035 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0035 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0036 | Tick 36 started
18:52:28 | DEBUG    | TICK:0036 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0036 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0036 | Team 1 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0036 | Team 2 has 5 tanks alive
18:52:28 | DEBUG    | TICK:0037 | Tick 37 started
18:52:29 | DEBUG    | TICK:0037 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0037 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0037 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0037 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0038 | Tick 38 started
18:52:29 | DEBUG    | TICK:0038 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0038 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0038 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0038 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0039 | Tick 39 started
18:52:29 | DEBUG    | TICK:0039 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0039 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0039 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0039 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0040 | Tick 40 started
18:52:29 | DEBUG    | TICK:0040 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0040 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0040 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0040 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0041 | Tick 41 started
18:52:29 | DEBUG    | TICK:0041 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0041 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0041 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0041 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0042 | Tick 42 started
18:52:29 | DEBUG    | TICK:0042 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0042 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0042 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0042 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0043 | Tick 43 started
18:52:29 | DEBUG    | TICK:0043 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0043 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0043 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0043 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0044 | Tick 44 started
18:52:29 | DEBUG    | TICK:0044 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0044 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0044 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0044 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0045 | Tick 45 started
18:52:29 | DEBUG    | TICK:0045 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0045 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0045 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0045 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0046 | Tick 46 started
18:52:29 | DEBUG    | TICK:0046 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0046 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0046 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0046 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0047 | Tick 47 started
18:52:29 | DEBUG    | TICK:0047 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0047 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0047 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0047 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0048 | Tick 48 started
18:52:29 | DEBUG    | TICK:0048 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0048 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0048 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0048 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0049 | Tick 49 started
18:52:29 | DEBUG    | TICK:0049 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0049 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0049 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0049 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0050 | Tick 50 started
18:52:29 | DEBUG    | TICK:0050 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0050 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0050 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0050 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0051 | Tick 51 started
18:52:29 | DEBUG    | TICK:0051 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0051 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0051 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0051 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0052 | Tick 52 started
18:52:29 | DEBUG    | TICK:0052 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0052 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0052 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0052 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0053 | Tick 53 started
18:52:29 | DEBUG    | TICK:0053 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0053 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0053 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0053 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0054 | Tick 54 started
18:52:29 | DEBUG    | TICK:0054 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0054 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0054 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0054 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0055 | Tick 55 started
18:52:29 | DEBUG    | TICK:0055 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0055 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0055 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0055 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0056 | Tick 56 started
18:52:29 | DEBUG    | TICK:0056 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0056 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0056 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0056 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0057 | Tick 57 started
18:52:29 | DEBUG    | TICK:0057 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0057 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0057 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0057 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0058 | Tick 58 started
18:52:29 | DEBUG    | TICK:0058 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0058 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0058 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0058 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0059 | Tick 59 started
18:52:29 | DEBUG    | TICK:0059 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0059 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0059 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0059 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0060 | Tick 60 started
18:52:29 | DEBUG    | TICK:0060 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0060 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0060 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0060 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0061 | Tick 61 started
18:52:29 | DEBUG    | TICK:0061 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0061 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0061 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0061 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0062 | Tick 62 started
18:52:29 | DEBUG    | TICK:0062 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0062 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0062 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0062 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0063 | Tick 63 started
18:52:29 | DEBUG    | TICK:0063 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0063 | Team 2 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0063 | Team 1 has 5 tanks alive
18:52:29 | DEBUG    | TICK:0063 | Team 2 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0064 | Tick 64 started
18:52:30 | DEBUG    | TICK:0064 | Team 1 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0064 | Team 2 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0064 | Team 1 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0064 | Team 2 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0065 | Tick 65 started
18:52:30 | DEBUG    | TICK:0065 | Team 1 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0065 | Team 2 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0065 | Team 1 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0065 | Team 2 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0066 | Tick 66 started
18:52:30 | DEBUG    | TICK:0066 | Team 1 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0066 | Team 2 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0066 | Team 1 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0066 | Team 2 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0067 | Tick 67 started
18:52:30 | DEBUG    | TICK:0067 | Team 1 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0067 | Team 2 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0067 | Team 1 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0067 | Team 2 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0068 | Tick 68 started
18:52:30 | DEBUG    | TICK:0068 | Team 1 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0068 | Team 2 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0068 | Team 1 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0068 | Team 2 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0069 | Tick 69 started
18:52:30 | DEBUG    | TICK:0069 | Team 1 has 5 tanks alive
18:52:30 | DEBUG    | TICK:0069 | Team 2 has 5 tanks alive
