21:00:50 | INFO     | TICK:0000 | GameCore initialized with session ID: 302344bc
21:00:54 | INFO     | TICK:0000 | Connected to agent for tank_2_5 at http://127.0.0.1:8010
21:00:54 | INFO     | TICK:0000 | Connected to 10/10 agents
21:00:54 | INFO     | TICK:0000 | Game initialization completed successfully
21:00:57 | INFO     | TICK:0000 | Game loop started
21:00:57 | DEBUG    | TICK:0001 | Tick 1 started
21:00:57 | DEBUG    | TICK:0001 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0001 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0001 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0001 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0002 | Tick 2 started
21:00:57 | WARNING  | TICK:0002 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0002 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0002 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0002 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0002 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0003 | Tick 3 started
21:00:57 | WARNING  | TICK:0003 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0003 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0003 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0003 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0003 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0004 | Tick 4 started
21:00:57 | WARNING  | TICK:0004 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0004 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0004 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0004 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0004 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0005 | Tick 5 started
21:00:57 | WARNING  | TICK:0005 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0005 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0005 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0005 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0005 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0006 | Tick 6 started
21:00:57 | WARNING  | TICK:0006 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0006 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0006 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0006 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0006 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0007 | Tick 7 started
21:00:57 | WARNING  | TICK:0007 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0007 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0007 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0007 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0007 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0008 | Tick 8 started
21:00:57 | WARNING  | TICK:0008 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0008 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0008 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0008 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0008 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0009 | Tick 9 started
21:00:57 | WARNING  | TICK:0009 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0009 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0009 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0009 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0009 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0010 | Tick 10 started
21:00:57 | WARNING  | TICK:0010 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0010 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0010 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0010 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0010 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0011 | Tick 11 started
21:00:57 | WARNING  | TICK:0011 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0011 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0011 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0011 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0011 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0012 | Tick 12 started
21:00:57 | WARNING  | TICK:0012 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0012 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0012 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0012 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0012 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0013 | Tick 13 started
21:00:57 | WARNING  | TICK:0013 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0013 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0013 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0013 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0013 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0014 | Tick 14 started
21:00:57 | WARNING  | TICK:0014 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0014 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0014 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0014 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0014 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0015 | Tick 15 started
21:00:57 | WARNING  | TICK:0015 | Agent tank_1_1 returned error: 500
21:00:57 | DEBUG    | TICK:0015 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0015 | Team 2 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0015 | Team 1 has 5 tanks alive
21:00:57 | DEBUG    | TICK:0015 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0016 | Tick 16 started
21:00:58 | WARNING  | TICK:0016 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0016 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0016 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0016 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0016 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0017 | Tick 17 started
21:00:58 | DEBUG    | TICK:0017 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0017 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0017 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0017 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0018 | Tick 18 started
21:00:58 | WARNING  | TICK:0018 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0018 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0018 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0018 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0018 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0019 | Tick 19 started
21:00:58 | WARNING  | TICK:0019 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0019 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0019 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0019 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0019 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0020 | Tick 20 started
21:00:58 | WARNING  | TICK:0020 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0020 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0020 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0020 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0020 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0021 | Tick 21 started
21:00:58 | WARNING  | TICK:0021 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0021 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0021 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0021 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0021 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0022 | Tick 22 started
21:00:58 | WARNING  | TICK:0022 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0022 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0022 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0022 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0022 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0023 | Tick 23 started
21:00:58 | WARNING  | TICK:0023 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0023 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0023 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0023 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0023 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0024 | Tick 24 started
21:00:58 | WARNING  | TICK:0024 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0024 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0024 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0024 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0024 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0025 | Tick 25 started
21:00:58 | WARNING  | TICK:0025 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0025 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0025 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0025 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0025 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0026 | Tick 26 started
21:00:58 | WARNING  | TICK:0026 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0026 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0026 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0026 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0026 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0027 | Tick 27 started
21:00:58 | WARNING  | TICK:0027 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0027 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0027 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0027 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0027 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0028 | Tick 28 started
21:00:58 | WARNING  | TICK:0028 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0028 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0028 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0028 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0028 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0029 | Tick 29 started
21:00:58 | WARNING  | TICK:0029 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0029 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0029 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0029 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0029 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0030 | Tick 30 started
21:00:58 | WARNING  | TICK:0030 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0030 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0030 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0030 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0030 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0031 | Tick 31 started
21:00:58 | WARNING  | TICK:0031 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0031 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0031 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0031 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0031 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0032 | Tick 32 started
21:00:58 | WARNING  | TICK:0032 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0032 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0032 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0032 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0032 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0033 | Tick 33 started
21:00:58 | WARNING  | TICK:0033 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0033 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0033 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0033 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0033 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0034 | Tick 34 started
21:00:58 | WARNING  | TICK:0034 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0034 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0034 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0034 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0034 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0035 | Tick 35 started
21:00:58 | WARNING  | TICK:0035 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0035 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0035 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0035 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0035 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0036 | Tick 36 started
21:00:58 | WARNING  | TICK:0036 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0036 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0036 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0036 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0036 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0037 | Tick 37 started
21:00:58 | WARNING  | TICK:0037 | Agent tank_1_1 returned error: 500
21:00:58 | DEBUG    | TICK:0037 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0037 | Team 2 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0037 | Team 1 has 5 tanks alive
21:00:58 | DEBUG    | TICK:0037 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0038 | Tick 38 started
21:00:59 | WARNING  | TICK:0038 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0038 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0038 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0038 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0038 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0039 | Tick 39 started
21:00:59 | WARNING  | TICK:0039 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0039 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0039 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0039 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0039 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0040 | Tick 40 started
21:00:59 | WARNING  | TICK:0040 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0040 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0040 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0040 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0040 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0041 | Tick 41 started
21:00:59 | WARNING  | TICK:0041 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0041 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0041 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0041 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0041 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0042 | Tick 42 started
21:00:59 | WARNING  | TICK:0042 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0042 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0042 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0042 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0042 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0043 | Tick 43 started
21:00:59 | WARNING  | TICK:0043 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0043 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0043 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0043 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0043 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0044 | Tick 44 started
21:00:59 | WARNING  | TICK:0044 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0044 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0044 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0044 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0044 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0045 | Tick 45 started
21:00:59 | WARNING  | TICK:0045 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0045 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0045 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0045 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0045 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0046 | Tick 46 started
21:00:59 | WARNING  | TICK:0046 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0046 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0046 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0046 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0046 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0047 | Tick 47 started
21:00:59 | WARNING  | TICK:0047 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0047 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0047 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0047 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0047 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0048 | Tick 48 started
21:00:59 | WARNING  | TICK:0048 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0048 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0048 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0048 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0048 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0049 | Tick 49 started
21:00:59 | WARNING  | TICK:0049 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0049 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0049 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0049 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0049 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0050 | Tick 50 started
21:00:59 | WARNING  | TICK:0050 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0050 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0050 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0050 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0050 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0051 | Tick 51 started
21:00:59 | WARNING  | TICK:0051 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0051 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0051 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0051 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0051 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0052 | Tick 52 started
21:00:59 | WARNING  | TICK:0052 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0052 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0052 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0052 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0052 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0053 | Tick 53 started
21:00:59 | WARNING  | TICK:0053 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0053 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0053 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0053 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0053 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0054 | Tick 54 started
21:00:59 | WARNING  | TICK:0054 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0054 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0054 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0054 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0054 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0055 | Tick 55 started
21:00:59 | WARNING  | TICK:0055 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0055 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0055 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0055 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0055 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0056 | Tick 56 started
21:00:59 | WARNING  | TICK:0056 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0056 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0056 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0056 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0056 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0057 | Tick 57 started
21:00:59 | WARNING  | TICK:0057 | Agent tank_1_1 returned error: 500
21:00:59 | DEBUG    | TICK:0057 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0057 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0057 | Team 1 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0057 | Team 2 has 5 tanks alive
21:00:59 | DEBUG    | TICK:0058 | Tick 58 started
21:01:00 | WARNING  | TICK:0058 | Agent tank_1_1 returned error: 500
21:01:00 | DEBUG    | TICK:0058 | Team 1 has 5 tanks alive
21:01:00 | DEBUG    | TICK:0058 | Team 2 has 5 tanks alive
21:01:00 | DEBUG    | TICK:0058 | Team 1 has 5 tanks alive
