15:49:17 | INFO     | TICK:0000 | GameCore initialized with session ID: d1153439
15:49:21 | WARNING  | TICK:0000 | Failed to connect to agent for tank_1_5: timed out
15:49:22 | WARNING  | TICK:0000 | Failed to connect to agent for tank_2_1: timed out
15:49:22 | WARNING  | TICK:0000 | Failed to connect to agent for tank_2_2: timed out
15:49:23 | WARNING  | TICK:0000 | Failed to connect to agent for tank_2_3: timed out
15:49:23 | WARNING  | TICK:0000 | Failed to connect to agent for tank_2_4: timed out
15:49:24 | WARNING  | TICK:0000 | Failed to connect to agent for tank_2_5: timed out
15:49:24 | INFO     | TICK:0000 | Connected to 3/10 agents
15:49:24 | INFO     | TICK:0000 | Game initialization completed successfully
15:49:47 | INFO     | TICK:0000 | Game loop started
15:49:47 | DEBUG    | TICK:0001 | Tick 1 started
15:49:47 | WARNING  | TICK:0001 | Agent tank_1_1 returned error: 500
15:49:47 | WARNING  | TICK:0001 | Agent tank_1_2 returned error: 500
15:49:47 | WARNING  | TICK:0001 | Agent tank_1_3 returned error: 500
15:49:47 | WARNING  | TICK:0001 | Agent tank_1_4 returned error: 500
15:49:47 | WARNING  | TICK:0001 | Agent tank_1_5 returned error: 500
15:49:47 | WARNING  | TICK:0001 | Agent tank_2_1 returned error: 500
15:49:47 | WARNING  | TICK:0001 | Agent tank_2_2 returned error: 500
15:49:47 | WARNING  | TICK:0001 | Agent tank_2_3 returned error: 500
15:49:47 | WARNING  | TICK:0001 | Agent tank_2_4 returned error: 500
15:49:47 | WARNING  | TICK:0001 | Agent tank_2_5 returned error: 500
15:49:47 | DEBUG    | TICK:0001 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0001 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0001 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0001 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0002 | Tick 2 started
15:49:47 | WARNING  | TICK:0002 | Agent tank_1_1 returned error: 500
15:49:47 | WARNING  | TICK:0002 | Agent tank_1_2 returned error: 500
15:49:47 | WARNING  | TICK:0002 | Agent tank_1_3 returned error: 500
15:49:47 | WARNING  | TICK:0002 | Agent tank_1_4 returned error: 500
15:49:47 | WARNING  | TICK:0002 | Agent tank_1_5 returned error: 500
15:49:47 | WARNING  | TICK:0002 | Agent tank_2_1 returned error: 500
15:49:47 | WARNING  | TICK:0002 | Agent tank_2_2 returned error: 500
15:49:47 | WARNING  | TICK:0002 | Agent tank_2_3 returned error: 500
15:49:47 | WARNING  | TICK:0002 | Agent tank_2_4 returned error: 500
15:49:47 | WARNING  | TICK:0002 | Agent tank_2_5 returned error: 500
15:49:47 | DEBUG    | TICK:0002 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0002 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0002 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0002 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0003 | Tick 3 started
15:49:47 | WARNING  | TICK:0003 | Agent tank_1_1 returned error: 500
15:49:47 | WARNING  | TICK:0003 | Agent tank_1_2 returned error: 500
15:49:47 | WARNING  | TICK:0003 | Agent tank_1_3 returned error: 500
15:49:47 | WARNING  | TICK:0003 | Agent tank_1_4 returned error: 500
15:49:47 | WARNING  | TICK:0003 | Agent tank_1_5 returned error: 500
15:49:47 | WARNING  | TICK:0003 | Agent tank_2_1 returned error: 500
15:49:47 | WARNING  | TICK:0003 | Agent tank_2_2 returned error: 500
15:49:47 | WARNING  | TICK:0003 | Agent tank_2_3 returned error: 500
15:49:47 | WARNING  | TICK:0003 | Agent tank_2_4 returned error: 500
15:49:47 | WARNING  | TICK:0003 | Agent tank_2_5 returned error: 500
15:49:47 | DEBUG    | TICK:0003 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0003 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0003 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0003 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0004 | Tick 4 started
15:49:47 | WARNING  | TICK:0004 | Agent tank_1_1 returned error: 500
15:49:47 | WARNING  | TICK:0004 | Agent tank_1_2 returned error: 500
15:49:47 | WARNING  | TICK:0004 | Agent tank_1_3 returned error: 500
15:49:47 | WARNING  | TICK:0004 | Agent tank_1_4 returned error: 500
15:49:47 | WARNING  | TICK:0004 | Agent tank_1_5 returned error: 500
15:49:47 | WARNING  | TICK:0004 | Agent tank_2_1 returned error: 500
15:49:47 | WARNING  | TICK:0004 | Agent tank_2_2 returned error: 500
15:49:47 | WARNING  | TICK:0004 | Agent tank_2_3 returned error: 500
15:49:47 | WARNING  | TICK:0004 | Agent tank_2_4 returned error: 500
15:49:47 | WARNING  | TICK:0004 | Agent tank_2_5 returned error: 500
15:49:47 | DEBUG    | TICK:0004 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0004 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0004 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0004 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0005 | Tick 5 started
15:49:47 | WARNING  | TICK:0005 | Agent tank_1_1 returned error: 500
15:49:47 | WARNING  | TICK:0005 | Agent tank_1_2 returned error: 500
15:49:47 | WARNING  | TICK:0005 | Agent tank_1_3 returned error: 500
15:49:47 | WARNING  | TICK:0005 | Agent tank_1_4 returned error: 500
15:49:47 | WARNING  | TICK:0005 | Agent tank_1_5 returned error: 500
15:49:47 | WARNING  | TICK:0005 | Agent tank_2_1 returned error: 500
15:49:47 | WARNING  | TICK:0005 | Agent tank_2_2 returned error: 500
15:49:47 | WARNING  | TICK:0005 | Agent tank_2_3 returned error: 500
15:49:47 | WARNING  | TICK:0005 | Agent tank_2_4 returned error: 500
15:49:47 | WARNING  | TICK:0005 | Agent tank_2_5 returned error: 500
15:49:47 | DEBUG    | TICK:0005 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0005 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0005 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0005 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0006 | Tick 6 started
15:49:47 | WARNING  | TICK:0006 | Agent tank_1_1 returned error: 500
15:49:47 | WARNING  | TICK:0006 | Agent tank_1_2 returned error: 500
15:49:47 | WARNING  | TICK:0006 | Agent tank_1_3 returned error: 500
15:49:47 | WARNING  | TICK:0006 | Agent tank_1_4 returned error: 500
15:49:47 | WARNING  | TICK:0006 | Agent tank_1_5 returned error: 500
15:49:47 | WARNING  | TICK:0006 | Agent tank_2_1 returned error: 500
15:49:47 | WARNING  | TICK:0006 | Agent tank_2_2 returned error: 500
15:49:47 | WARNING  | TICK:0006 | Agent tank_2_3 returned error: 500
15:49:47 | WARNING  | TICK:0006 | Agent tank_2_4 returned error: 500
15:49:47 | WARNING  | TICK:0006 | Agent tank_2_5 returned error: 500
15:49:47 | DEBUG    | TICK:0006 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0006 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0006 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0006 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0007 | Tick 7 started
15:49:47 | WARNING  | TICK:0007 | Agent tank_1_1 returned error: 500
15:49:47 | WARNING  | TICK:0007 | Agent tank_1_2 returned error: 500
15:49:47 | WARNING  | TICK:0007 | Agent tank_1_3 returned error: 500
15:49:47 | WARNING  | TICK:0007 | Agent tank_1_4 returned error: 500
15:49:47 | WARNING  | TICK:0007 | Agent tank_1_5 returned error: 500
15:49:47 | WARNING  | TICK:0007 | Agent tank_2_1 returned error: 500
15:49:47 | WARNING  | TICK:0007 | Agent tank_2_2 returned error: 500
15:49:47 | WARNING  | TICK:0007 | Agent tank_2_3 returned error: 500
15:49:47 | WARNING  | TICK:0007 | Agent tank_2_4 returned error: 500
15:49:47 | WARNING  | TICK:0007 | Agent tank_2_5 returned error: 500
15:49:47 | DEBUG    | TICK:0007 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0007 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0007 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0007 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0008 | Tick 8 started
15:49:47 | WARNING  | TICK:0008 | Agent tank_1_1 returned error: 500
15:49:47 | WARNING  | TICK:0008 | Agent tank_1_2 returned error: 500
15:49:47 | WARNING  | TICK:0008 | Agent tank_1_3 returned error: 500
15:49:47 | WARNING  | TICK:0008 | Agent tank_1_4 returned error: 500
15:49:47 | WARNING  | TICK:0008 | Agent tank_1_5 returned error: 500
15:49:47 | WARNING  | TICK:0008 | Agent tank_2_1 returned error: 500
15:49:47 | WARNING  | TICK:0008 | Agent tank_2_2 returned error: 500
15:49:47 | WARNING  | TICK:0008 | Agent tank_2_3 returned error: 500
15:49:47 | WARNING  | TICK:0008 | Agent tank_2_4 returned error: 500
15:49:47 | WARNING  | TICK:0008 | Agent tank_2_5 returned error: 500
15:49:47 | DEBUG    | TICK:0008 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0008 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0008 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0008 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0009 | Tick 9 started
15:49:47 | WARNING  | TICK:0009 | Agent tank_1_1 returned error: 500
15:49:47 | WARNING  | TICK:0009 | Agent tank_1_2 returned error: 500
15:49:47 | WARNING  | TICK:0009 | Agent tank_1_3 returned error: 500
15:49:47 | WARNING  | TICK:0009 | Agent tank_1_4 returned error: 500
15:49:47 | WARNING  | TICK:0009 | Agent tank_1_5 returned error: 500
15:49:47 | WARNING  | TICK:0009 | Agent tank_2_1 returned error: 500
15:49:47 | WARNING  | TICK:0009 | Agent tank_2_2 returned error: 500
15:49:47 | WARNING  | TICK:0009 | Agent tank_2_3 returned error: 500
15:49:47 | WARNING  | TICK:0009 | Agent tank_2_4 returned error: 500
15:49:47 | WARNING  | TICK:0009 | Agent tank_2_5 returned error: 500
15:49:47 | DEBUG    | TICK:0009 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0009 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0009 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0009 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0010 | Tick 10 started
15:49:47 | WARNING  | TICK:0010 | Agent tank_1_1 returned error: 500
15:49:47 | WARNING  | TICK:0010 | Agent tank_1_2 returned error: 500
15:49:47 | WARNING  | TICK:0010 | Agent tank_1_3 returned error: 500
15:49:47 | WARNING  | TICK:0010 | Agent tank_1_4 returned error: 500
15:49:47 | WARNING  | TICK:0010 | Agent tank_1_5 returned error: 500
15:49:47 | WARNING  | TICK:0010 | Agent tank_2_1 returned error: 500
15:49:47 | WARNING  | TICK:0010 | Agent tank_2_2 returned error: 500
15:49:47 | WARNING  | TICK:0010 | Agent tank_2_3 returned error: 500
15:49:47 | WARNING  | TICK:0010 | Agent tank_2_4 returned error: 500
15:49:47 | WARNING  | TICK:0010 | Agent tank_2_5 returned error: 500
15:49:47 | DEBUG    | TICK:0010 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0010 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0010 | Team 1 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0010 | Team 2 has 5 tanks alive
15:49:47 | DEBUG    | TICK:0011 | Tick 11 started
15:49:47 | WARNING  | TICK:0011 | Agent tank_1_1 returned error: 500
15:49:47 | WARNING  | TICK:0011 | Agent tank_1_2 returned error: 500
15:49:47 | WARNING  | TICK:0011 | Agent tank_1_3 returned error: 500
15:49:48 | WARNING  | TICK:0011 | Agent tank_1_4 returned error: 500
15:49:48 | WARNING  | TICK:0011 | Agent tank_1_5 returned error: 500
15:49:48 | WARNING  | TICK:0011 | Agent tank_2_1 returned error: 500
15:49:48 | WARNING  | TICK:0011 | Agent tank_2_2 returned error: 500
15:49:48 | WARNING  | TICK:0011 | Agent tank_2_3 returned error: 500
15:49:48 | WARNING  | TICK:0011 | Agent tank_2_4 returned error: 500
15:49:48 | WARNING  | TICK:0011 | Agent tank_2_5 returned error: 500
15:49:48 | DEBUG    | TICK:0011 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0011 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0011 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0011 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0012 | Tick 12 started
15:49:48 | WARNING  | TICK:0012 | Agent tank_1_1 returned error: 500
15:49:48 | WARNING  | TICK:0012 | Agent tank_1_2 returned error: 500
15:49:48 | WARNING  | TICK:0012 | Agent tank_1_3 returned error: 500
15:49:48 | WARNING  | TICK:0012 | Agent tank_1_4 returned error: 500
15:49:48 | WARNING  | TICK:0012 | Agent tank_1_5 returned error: 500
15:49:48 | WARNING  | TICK:0012 | Agent tank_2_1 returned error: 500
15:49:48 | WARNING  | TICK:0012 | Agent tank_2_2 returned error: 500
15:49:48 | WARNING  | TICK:0012 | Agent tank_2_3 returned error: 500
15:49:48 | WARNING  | TICK:0012 | Agent tank_2_4 returned error: 500
15:49:48 | WARNING  | TICK:0012 | Agent tank_2_5 returned error: 500
15:49:48 | DEBUG    | TICK:0012 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0012 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0012 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0012 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0013 | Tick 13 started
15:49:48 | WARNING  | TICK:0013 | Agent tank_1_1 returned error: 500
15:49:48 | WARNING  | TICK:0013 | Agent tank_1_2 returned error: 500
15:49:48 | WARNING  | TICK:0013 | Agent tank_1_3 returned error: 500
15:49:48 | WARNING  | TICK:0013 | Agent tank_1_4 returned error: 500
15:49:48 | WARNING  | TICK:0013 | Agent tank_1_5 returned error: 500
15:49:48 | WARNING  | TICK:0013 | Agent tank_2_1 returned error: 500
15:49:48 | WARNING  | TICK:0013 | Agent tank_2_2 returned error: 500
15:49:48 | WARNING  | TICK:0013 | Agent tank_2_3 returned error: 500
15:49:48 | WARNING  | TICK:0013 | Agent tank_2_4 returned error: 500
15:49:48 | WARNING  | TICK:0013 | Agent tank_2_5 returned error: 500
15:49:48 | DEBUG    | TICK:0013 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0013 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0013 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0013 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0014 | Tick 14 started
15:49:48 | WARNING  | TICK:0014 | Agent tank_1_1 returned error: 500
15:49:48 | WARNING  | TICK:0014 | Agent tank_1_2 returned error: 500
15:49:48 | WARNING  | TICK:0014 | Agent tank_1_3 returned error: 500
15:49:48 | WARNING  | TICK:0014 | Agent tank_1_4 returned error: 500
15:49:48 | WARNING  | TICK:0014 | Agent tank_1_5 returned error: 500
15:49:48 | WARNING  | TICK:0014 | Agent tank_2_1 returned error: 500
15:49:48 | WARNING  | TICK:0014 | Agent tank_2_2 returned error: 500
15:49:48 | WARNING  | TICK:0014 | Agent tank_2_3 returned error: 500
15:49:48 | WARNING  | TICK:0014 | Agent tank_2_4 returned error: 500
15:49:48 | WARNING  | TICK:0014 | Agent tank_2_5 returned error: 500
15:49:48 | DEBUG    | TICK:0014 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0014 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0014 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0014 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0015 | Tick 15 started
15:49:48 | WARNING  | TICK:0015 | Agent tank_1_1 returned error: 500
15:49:48 | WARNING  | TICK:0015 | Agent tank_1_2 returned error: 500
15:49:48 | WARNING  | TICK:0015 | Agent tank_1_3 returned error: 500
15:49:48 | WARNING  | TICK:0015 | Agent tank_1_4 returned error: 500
15:49:48 | WARNING  | TICK:0015 | Agent tank_1_5 returned error: 500
15:49:48 | WARNING  | TICK:0015 | Agent tank_2_1 returned error: 500
15:49:48 | WARNING  | TICK:0015 | Agent tank_2_2 returned error: 500
15:49:48 | WARNING  | TICK:0015 | Agent tank_2_3 returned error: 500
15:49:48 | WARNING  | TICK:0015 | Agent tank_2_4 returned error: 500
15:49:48 | WARNING  | TICK:0015 | Agent tank_2_5 returned error: 500
15:49:48 | DEBUG    | TICK:0015 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0015 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0015 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0015 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0016 | Tick 16 started
15:49:48 | WARNING  | TICK:0016 | Agent tank_1_1 returned error: 500
15:49:48 | WARNING  | TICK:0016 | Agent tank_1_2 returned error: 500
15:49:48 | WARNING  | TICK:0016 | Agent tank_1_3 returned error: 500
15:49:48 | WARNING  | TICK:0016 | Agent tank_1_4 returned error: 500
15:49:48 | WARNING  | TICK:0016 | Agent tank_1_5 returned error: 500
15:49:48 | WARNING  | TICK:0016 | Agent tank_2_1 returned error: 500
15:49:48 | WARNING  | TICK:0016 | Agent tank_2_2 returned error: 500
15:49:48 | WARNING  | TICK:0016 | Agent tank_2_3 returned error: 500
15:49:48 | WARNING  | TICK:0016 | Agent tank_2_4 returned error: 500
15:49:48 | WARNING  | TICK:0016 | Agent tank_2_5 returned error: 500
15:49:48 | DEBUG    | TICK:0016 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0016 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0016 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0016 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0017 | Tick 17 started
15:49:48 | WARNING  | TICK:0017 | Agent tank_1_1 returned error: 500
15:49:48 | WARNING  | TICK:0017 | Agent tank_1_2 returned error: 500
15:49:48 | WARNING  | TICK:0017 | Agent tank_1_3 returned error: 500
15:49:48 | WARNING  | TICK:0017 | Agent tank_1_4 returned error: 500
15:49:48 | WARNING  | TICK:0017 | Agent tank_1_5 returned error: 500
15:49:48 | WARNING  | TICK:0017 | Agent tank_2_1 returned error: 500
15:49:48 | WARNING  | TICK:0017 | Agent tank_2_2 returned error: 500
15:49:48 | WARNING  | TICK:0017 | Agent tank_2_3 returned error: 500
15:49:48 | WARNING  | TICK:0017 | Agent tank_2_4 returned error: 500
15:49:48 | WARNING  | TICK:0017 | Agent tank_2_5 returned error: 500
15:49:48 | DEBUG    | TICK:0017 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0017 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0017 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0017 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0018 | Tick 18 started
15:49:48 | WARNING  | TICK:0018 | Agent tank_1_1 returned error: 500
15:49:48 | WARNING  | TICK:0018 | Agent tank_1_2 returned error: 500
15:49:48 | WARNING  | TICK:0018 | Agent tank_1_3 returned error: 500
15:49:48 | WARNING  | TICK:0018 | Agent tank_1_4 returned error: 500
15:49:48 | WARNING  | TICK:0018 | Agent tank_1_5 returned error: 500
15:49:48 | WARNING  | TICK:0018 | Agent tank_2_1 returned error: 500
15:49:48 | WARNING  | TICK:0018 | Agent tank_2_2 returned error: 500
15:49:48 | WARNING  | TICK:0018 | Agent tank_2_3 returned error: 500
15:49:48 | WARNING  | TICK:0018 | Agent tank_2_4 returned error: 500
15:49:48 | WARNING  | TICK:0018 | Agent tank_2_5 returned error: 500
15:49:48 | DEBUG    | TICK:0018 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0018 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0018 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0018 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0019 | Tick 19 started
15:49:48 | WARNING  | TICK:0019 | Agent tank_1_1 returned error: 500
15:49:48 | WARNING  | TICK:0019 | Agent tank_1_2 returned error: 500
15:49:48 | WARNING  | TICK:0019 | Agent tank_1_3 returned error: 500
15:49:48 | WARNING  | TICK:0019 | Agent tank_1_4 returned error: 500
15:49:48 | WARNING  | TICK:0019 | Agent tank_1_5 returned error: 500
15:49:48 | WARNING  | TICK:0019 | Agent tank_2_1 returned error: 500
15:49:48 | WARNING  | TICK:0019 | Agent tank_2_2 returned error: 500
15:49:48 | WARNING  | TICK:0019 | Agent tank_2_3 returned error: 500
15:49:48 | WARNING  | TICK:0019 | Agent tank_2_4 returned error: 500
15:49:48 | WARNING  | TICK:0019 | Agent tank_2_5 returned error: 500
15:49:48 | DEBUG    | TICK:0019 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0019 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0019 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0019 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0020 | Tick 20 started
15:49:48 | WARNING  | TICK:0020 | Agent tank_1_1 returned error: 500
15:49:48 | WARNING  | TICK:0020 | Agent tank_1_2 returned error: 500
15:49:48 | WARNING  | TICK:0020 | Agent tank_1_3 returned error: 500
15:49:48 | WARNING  | TICK:0020 | Agent tank_1_4 returned error: 500
15:49:48 | WARNING  | TICK:0020 | Agent tank_1_5 returned error: 500
15:49:48 | WARNING  | TICK:0020 | Agent tank_2_1 returned error: 500
15:49:48 | WARNING  | TICK:0020 | Agent tank_2_2 returned error: 500
15:49:48 | WARNING  | TICK:0020 | Agent tank_2_3 returned error: 500
15:49:48 | WARNING  | TICK:0020 | Agent tank_2_4 returned error: 500
15:49:48 | WARNING  | TICK:0020 | Agent tank_2_5 returned error: 500
15:49:48 | DEBUG    | TICK:0020 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0020 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0020 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0020 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0021 | Tick 21 started
15:49:48 | WARNING  | TICK:0021 | Agent tank_1_1 returned error: 500
15:49:48 | WARNING  | TICK:0021 | Agent tank_1_2 returned error: 500
15:49:48 | WARNING  | TICK:0021 | Agent tank_1_3 returned error: 500
15:49:48 | WARNING  | TICK:0021 | Agent tank_1_4 returned error: 500
15:49:48 | WARNING  | TICK:0021 | Agent tank_1_5 returned error: 500
15:49:48 | WARNING  | TICK:0021 | Agent tank_2_1 returned error: 500
15:49:48 | WARNING  | TICK:0021 | Agent tank_2_2 returned error: 500
15:49:48 | WARNING  | TICK:0021 | Agent tank_2_3 returned error: 500
15:49:48 | WARNING  | TICK:0021 | Agent tank_2_4 returned error: 500
15:49:48 | WARNING  | TICK:0021 | Agent tank_2_5 returned error: 500
15:49:48 | DEBUG    | TICK:0021 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0021 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0021 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0021 | Team 2 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0022 | Tick 22 started
15:49:48 | WARNING  | TICK:0022 | Agent tank_1_1 returned error: 500
15:49:48 | WARNING  | TICK:0022 | Agent tank_1_2 returned error: 500
15:49:48 | WARNING  | TICK:0022 | Agent tank_1_3 returned error: 500
15:49:48 | WARNING  | TICK:0022 | Agent tank_1_4 returned error: 500
15:49:48 | WARNING  | TICK:0022 | Agent tank_1_5 returned error: 500
15:49:48 | WARNING  | TICK:0022 | Agent tank_2_1 returned error: 500
15:49:48 | WARNING  | TICK:0022 | Agent tank_2_2 returned error: 500
15:49:48 | WARNING  | TICK:0022 | Agent tank_2_3 returned error: 500
15:49:48 | WARNING  | TICK:0022 | Agent tank_2_4 returned error: 500
15:49:48 | WARNING  | TICK:0022 | Agent tank_2_5 returned error: 500
15:49:48 | DEBUG    | TICK:0022 | Team 1 has 5 tanks alive
15:49:48 | DEBUG    | TICK:0022 | Team 2 has 5 tanks alive
