15:21:47 | INFO     | TICK:0000 | GameCore initialized with session ID: 7ede5658
15:21:59 | INFO     | TICK:0000 | Game loop started
15:21:59 | DEBUG    | TICK:0001 | Tick 1 started
15:22:09 | DEBUG    | TICK:0001 | Team 1 has 5 tanks alive
15:22:09 | DEBUG    | TICK:0001 | Team 2 has 5 tanks alive
15:22:09 | DEBUG    | TICK:0001 | Team 1 has 5 tanks alive
15:22:09 | DEBUG    | TICK:0001 | Team 2 has 5 tanks alive
15:22:09 | DEBUG    | TICK:0002 | Tick 2 started
15:22:19 | DEBUG    | TICK:0002 | Team 1 has 5 tanks alive
15:22:19 | DEBUG    | TICK:0002 | Team 2 has 5 tanks alive
15:22:19 | DEBUG    | TICK:0002 | Team 1 has 5 tanks alive
15:22:19 | DEBUG    | TICK:0002 | Team 2 has 5 tanks alive
15:22:19 | DEBUG    | TICK:0003 | Tick 3 started
15:22:29 | DEBUG    | TICK:0003 | Team 1 has 5 tanks alive
15:22:29 | DEBUG    | TICK:0003 | Team 2 has 5 tanks alive
15:22:29 | DEBUG    | TICK:0003 | Team 1 has 5 tanks alive
15:22:29 | DEBUG    | TICK:0003 | Team 2 has 5 tanks alive
15:22:29 | DEBUG    | TICK:0004 | Tick 4 started
15:22:39 | DEBUG    | TICK:0004 | Team 1 has 5 tanks alive
15:22:39 | DEBUG    | TICK:0004 | Team 2 has 5 tanks alive
15:22:39 | DEBUG    | TICK:0004 | Team 1 has 5 tanks alive
15:22:39 | DEBUG    | TICK:0004 | Team 2 has 5 tanks alive
15:22:39 | DEBUG    | TICK:0005 | Tick 5 started
15:22:49 | DEBUG    | TICK:0005 | Team 1 has 5 tanks alive
15:22:49 | DEBUG    | TICK:0005 | Team 2 has 5 tanks alive
15:22:49 | DEBUG    | TICK:0005 | Team 1 has 5 tanks alive
15:22:49 | DEBUG    | TICK:0005 | Team 2 has 5 tanks alive
15:22:49 | DEBUG    | TICK:0006 | Tick 6 started
15:22:59 | DEBUG    | TICK:0006 | Team 1 has 5 tanks alive
15:22:59 | DEBUG    | TICK:0006 | Team 2 has 5 tanks alive
15:22:59 | DEBUG    | TICK:0006 | Team 1 has 5 tanks alive
15:22:59 | DEBUG    | TICK:0006 | Team 2 has 5 tanks alive
15:22:59 | DEBUG    | TICK:0007 | Tick 7 started
15:23:09 | DEBUG    | TICK:0007 | Team 1 has 5 tanks alive
15:23:09 | DEBUG    | TICK:0007 | Team 2 has 5 tanks alive
15:23:09 | DEBUG    | TICK:0007 | Team 1 has 5 tanks alive
15:23:09 | DEBUG    | TICK:0007 | Team 2 has 5 tanks alive
15:23:09 | DEBUG    | TICK:0008 | Tick 8 started
15:23:19 | DEBUG    | TICK:0008 | Team 1 has 5 tanks alive
15:23:19 | DEBUG    | TICK:0008 | Team 2 has 5 tanks alive
15:23:19 | DEBUG    | TICK:0008 | Team 1 has 5 tanks alive
15:23:19 | DEBUG    | TICK:0008 | Team 2 has 5 tanks alive
15:23:19 | DEBUG    | TICK:0009 | Tick 9 started
15:23:29 | DEBUG    | TICK:0009 | Team 1 has 5 tanks alive
15:23:29 | DEBUG    | TICK:0009 | Team 2 has 5 tanks alive
15:23:29 | DEBUG    | TICK:0009 | Team 1 has 5 tanks alive
15:23:29 | DEBUG    | TICK:0009 | Team 2 has 5 tanks alive
15:23:29 | DEBUG    | TICK:0010 | Tick 10 started
15:23:39 | DEBUG    | TICK:0010 | Team 1 has 5 tanks alive
15:23:39 | DEBUG    | TICK:0010 | Team 2 has 5 tanks alive
15:23:39 | DEBUG    | TICK:0010 | Team 1 has 5 tanks alive
15:23:39 | DEBUG    | TICK:0010 | Team 2 has 5 tanks alive
15:23:39 | DEBUG    | TICK:0011 | Tick 11 started
15:23:49 | DEBUG    | TICK:0011 | Team 1 has 5 tanks alive
15:23:49 | DEBUG    | TICK:0011 | Team 2 has 5 tanks alive
15:23:49 | DEBUG    | TICK:0011 | Team 1 has 5 tanks alive
15:23:49 | DEBUG    | TICK:0011 | Team 2 has 5 tanks alive
15:23:49 | DEBUG    | TICK:0012 | Tick 12 started
15:23:59 | DEBUG    | TICK:0012 | Team 1 has 5 tanks alive
15:23:59 | DEBUG    | TICK:0012 | Team 2 has 5 tanks alive
15:23:59 | DEBUG    | TICK:0012 | Team 1 has 5 tanks alive
15:23:59 | DEBUG    | TICK:0012 | Team 2 has 5 tanks alive
15:23:59 | DEBUG    | TICK:0013 | Tick 13 started
15:24:09 | DEBUG    | TICK:0013 | Team 1 has 5 tanks alive
15:24:09 | DEBUG    | TICK:0013 | Team 2 has 5 tanks alive
15:24:09 | DEBUG    | TICK:0013 | Team 1 has 5 tanks alive
15:24:09 | DEBUG    | TICK:0013 | Team 2 has 5 tanks alive
15:24:09 | DEBUG    | TICK:0014 | Tick 14 started
15:24:19 | DEBUG    | TICK:0014 | Team 1 has 5 tanks alive
15:24:19 | DEBUG    | TICK:0014 | Team 2 has 5 tanks alive
15:24:19 | DEBUG    | TICK:0014 | Team 1 has 5 tanks alive
15:24:19 | DEBUG    | TICK:0014 | Team 2 has 5 tanks alive
15:24:19 | DEBUG    | TICK:0015 | Tick 15 started
15:24:29 | DEBUG    | TICK:0015 | Team 1 has 5 tanks alive
15:24:29 | DEBUG    | TICK:0015 | Team 2 has 5 tanks alive
15:24:29 | DEBUG    | TICK:0015 | Team 1 has 5 tanks alive
15:24:29 | DEBUG    | TICK:0015 | Team 2 has 5 tanks alive
15:24:29 | DEBUG    | TICK:0016 | Tick 16 started
15:24:40 | DEBUG    | TICK:0016 | Team 1 has 5 tanks alive
15:24:40 | DEBUG    | TICK:0016 | Team 2 has 5 tanks alive
15:24:40 | DEBUG    | TICK:0016 | Team 1 has 5 tanks alive
15:24:40 | DEBUG    | TICK:0016 | Team 2 has 5 tanks alive
15:24:40 | DEBUG    | TICK:0017 | Tick 17 started
15:24:50 | DEBUG    | TICK:0017 | Team 1 has 5 tanks alive
15:24:50 | DEBUG    | TICK:0017 | Team 2 has 5 tanks alive
15:24:50 | DEBUG    | TICK:0017 | Team 1 has 5 tanks alive
15:24:50 | DEBUG    | TICK:0017 | Team 2 has 5 tanks alive
15:24:50 | DEBUG    | TICK:0018 | Tick 18 started
15:25:00 | DEBUG    | TICK:0018 | Team 1 has 5 tanks alive
15:25:00 | DEBUG    | TICK:0018 | Team 2 has 5 tanks alive
15:25:00 | DEBUG    | TICK:0018 | Team 1 has 5 tanks alive
15:25:00 | DEBUG    | TICK:0018 | Team 2 has 5 tanks alive
15:25:00 | DEBUG    | TICK:0019 | Tick 19 started
15:25:10 | DEBUG    | TICK:0019 | Team 1 has 5 tanks alive
15:25:10 | DEBUG    | TICK:0019 | Team 2 has 5 tanks alive
15:25:10 | DEBUG    | TICK:0019 | Team 1 has 5 tanks alive
15:25:10 | DEBUG    | TICK:0019 | Team 2 has 5 tanks alive
15:25:10 | DEBUG    | TICK:0020 | Tick 20 started
15:25:20 | DEBUG    | TICK:0020 | Team 1 has 5 tanks alive
15:25:20 | DEBUG    | TICK:0020 | Team 2 has 5 tanks alive
15:25:20 | DEBUG    | TICK:0020 | Team 1 has 5 tanks alive
15:25:20 | DEBUG    | TICK:0020 | Team 2 has 5 tanks alive
15:25:20 | DEBUG    | TICK:0021 | Tick 21 started
15:25:30 | DEBUG    | TICK:0021 | Team 1 has 5 tanks alive
15:25:30 | DEBUG    | TICK:0021 | Team 2 has 5 tanks alive
15:25:30 | DEBUG    | TICK:0021 | Team 1 has 5 tanks alive
15:25:30 | DEBUG    | TICK:0021 | Team 2 has 5 tanks alive
15:25:30 | DEBUG    | TICK:0022 | Tick 22 started
15:25:40 | DEBUG    | TICK:0022 | Team 1 has 5 tanks alive
15:25:40 | DEBUG    | TICK:0022 | Team 2 has 5 tanks alive
15:25:40 | DEBUG    | TICK:0022 | Team 1 has 5 tanks alive
15:25:40 | DEBUG    | TICK:0022 | Team 2 has 5 tanks alive
15:25:40 | DEBUG    | TICK:0023 | Tick 23 started
15:25:50 | DEBUG    | TICK:0023 | Team 1 has 5 tanks alive
15:25:50 | DEBUG    | TICK:0023 | Team 2 has 5 tanks alive
15:25:50 | DEBUG    | TICK:0023 | Team 1 has 5 tanks alive
15:25:50 | DEBUG    | TICK:0023 | Team 2 has 5 tanks alive
15:25:50 | DEBUG    | TICK:0024 | Tick 24 started
15:26:00 | DEBUG    | TICK:0024 | Team 1 has 5 tanks alive
15:26:00 | DEBUG    | TICK:0024 | Team 2 has 5 tanks alive
15:26:00 | DEBUG    | TICK:0024 | Team 1 has 5 tanks alive
15:26:00 | DEBUG    | TICK:0024 | Team 2 has 5 tanks alive
15:26:00 | DEBUG    | TICK:0025 | Tick 25 started
15:26:10 | DEBUG    | TICK:0025 | Team 1 has 5 tanks alive
15:26:10 | DEBUG    | TICK:0025 | Team 2 has 5 tanks alive
15:26:10 | DEBUG    | TICK:0025 | Team 1 has 5 tanks alive
15:26:10 | DEBUG    | TICK:0025 | Team 2 has 5 tanks alive
15:26:10 | DEBUG    | TICK:0026 | Tick 26 started
15:26:20 | DEBUG    | TICK:0026 | Team 1 has 5 tanks alive
15:26:20 | DEBUG    | TICK:0026 | Team 2 has 5 tanks alive
15:26:20 | DEBUG    | TICK:0026 | Team 1 has 5 tanks alive
15:26:20 | DEBUG    | TICK:0026 | Team 2 has 5 tanks alive
15:26:20 | DEBUG    | TICK:0027 | Tick 27 started
15:26:30 | DEBUG    | TICK:0027 | Team 1 has 5 tanks alive
15:26:30 | DEBUG    | TICK:0027 | Team 2 has 5 tanks alive
15:26:30 | DEBUG    | TICK:0027 | Team 1 has 5 tanks alive
15:26:30 | DEBUG    | TICK:0027 | Team 2 has 5 tanks alive
15:26:30 | DEBUG    | TICK:0028 | Tick 28 started
15:26:40 | DEBUG    | TICK:0028 | Team 1 has 5 tanks alive
15:26:40 | DEBUG    | TICK:0028 | Team 2 has 5 tanks alive
15:26:40 | DEBUG    | TICK:0028 | Team 1 has 5 tanks alive
15:26:40 | DEBUG    | TICK:0028 | Team 2 has 5 tanks alive
15:26:40 | DEBUG    | TICK:0029 | Tick 29 started
15:26:50 | DEBUG    | TICK:0029 | Team 1 has 5 tanks alive
15:26:50 | DEBUG    | TICK:0029 | Team 2 has 5 tanks alive
15:26:50 | DEBUG    | TICK:0029 | Team 1 has 5 tanks alive
15:26:50 | DEBUG    | TICK:0029 | Team 2 has 5 tanks alive
15:26:50 | DEBUG    | TICK:0030 | Tick 30 started
15:27:00 | DEBUG    | TICK:0030 | Team 1 has 5 tanks alive
15:27:00 | DEBUG    | TICK:0030 | Team 2 has 5 tanks alive
15:27:00 | DEBUG    | TICK:0030 | Team 1 has 5 tanks alive
15:27:00 | DEBUG    | TICK:0030 | Team 2 has 5 tanks alive
15:27:00 | DEBUG    | TICK:0031 | Tick 31 started
